"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"OIP",2,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro","PUF","Person's other income (past 12 months)","PERSON","Numeric","JOIP","Coming soon","0: Does not receive income from alimony, Workers' Compensation or other||1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","See User Notes","See User Notes","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16","For all relatives of the reference person, OIP is the sum of amounts reported for worker's compensation, alimony, and any other income not previously reported. When the person is not a relative of the reference person, OIP is the sum of all types of income, except wages or salary and self-employment income. <br/> The related items are QWKCMPQ (In the 12 months prior to the date of the interview did you receive any disability payments such as SSDI, worker's compensation, veteran's disability or other disability payments?), and it's follow-up WKCMPQ (What was the amount received?), and QALIM and ALIMQ (Did you receive alimony or child support?), and QOTHER and OTHERQ (Did you regularly receive income from any other sources, such as Veteran's (VA) payments or unemployment compensation?)."
"PAP",3,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro","PUF","Person's public assistance income (past 12 months)","PERSON","Numeric","JPAP","Coming soon","0: Does not receive public assistance income||1 : 99997: $1 to $99,997||99998: $99,998||N or -6: Not applicable","See User Notes","WELFQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16 and Rel <= '08'","Respondents were first asked QWELF (In the 12 months prior to the date of the interview did you receive any public assistance, such as Temporary Assistance for Needy Families (TANF), or public welfare cash assistance from the state or local welfare office?), and if they replied yes, were then asked WELFQ (What was that amount?)."
"RETP",4,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Person's retirement income (past 12 months)","PERSON","Numeric","JRETP","Coming soon","0: Does not receive retirement income||1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","See User Notes","RETIRQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16 and REL <= '08'","Respondents were first asked QRETIR (In the 12 months prior to the date of the interview did you receive any retirement or survivor pensions?), and if they replied yes, were then asked RETIRQ (What was that amount?)."
"SEMP",5,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Person's self-employment income (past 12 months)","PERSON","Numeric","JSEMP","Coming soon","0: Does not receive self-employment income||-9999998 : 9999997: -$9,999,998 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","See User Notes","SELFQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16","Respondents were first asked QSELF (In the 12 months prior to the date of the interview did you receive any self-employment income?), and if they replied yes, were then asked SELFQ (What was that amount?)."
"SSIP",6,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Person's Supplemental Security Income (past 12 months)","PERSON","Numeric","JSSIP","Coming soon","0: Does not receive Supplemental Security Income||1 : 99997: $1 to $99,997||99998: $99,998 or more||N or -6: Not applicable","See User Notes","SSIQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16 and REL <= '08'","Respondents were first asked QSSI (In the 12 months prior to the date of the interview did you receive any Supplemental Security Income (SSI) payments?), and if they replied yes, were then asked SSIQ (What was that amount?)"
"SSP",7,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Person's Social Security income (past 12 months)","PERSON","Numeric","JSSP","Coming soon","0: Does not receive Social Security or railroad income||1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","See User Notes","SSQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16 and REL <= '08'","Respondents were first asked QSS (In the 12 months prior to the date of the interview did you receive any Social Security or Railroad Retirement benefits?), and if they replied yes, were then asked SSQ (What was that amount?)."
"WAGP",8,"Income",7,"Person Income",3,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Person's wages or salary income (past 12 months)","PERSON","Numeric","JWAGP","Coming soon","0: Does not receive wage income||1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||N or -6: Not applicable","See User Notes","SALQ","Rounded/Topcoded","INTSTATUS = '1' and AGE >= 16","Respondents were first asked QSAL (In the 12 months prior to the date of the interview did you receive any wages, salary, commissions, bonuses, or tips?), and if they replied yes, were then asked SALQ (How much did you receive in the last 12 months)."
"HOAAMT",1,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro","PUF","Monthly homeowners or condominium association amount","HOUSEHOLD","Numeric","JHOAAMT","Coming soon","0 : 48565: $0 to $48,565||48566: $48,566 or more||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","Noise","( ( INTSTATUS = '1' and TENURE = '1') or ( INTSTATUS in ( '2' '3' ) and VACANCY in ( '03' '05' ) ) ) or ( BLD = '01' and ( ( INTSTATUS = '1' and TENURE in ( '2' '3' ) ) or ( INTSTATUS in ( '2' '3' ) and VACANCY in ( '01' '02' '04' ) ) ) )","HOAAMT is determined from multiple variables, including those that ask about homeowner, condominium, or cooperative association fees (IFFEEHO, CAMFHO, FEEAMTHO), manufactured / mobile home park fees (IFFEEMH1/2, CAMFMH1/2, FEEAMTMH1/2), and other fees for utility hookups, mobile home association fees, and so forth (IFOTHF1/2, FMHOTF1/2, MHOTFE1/2). The values shown in the microdata have been converted to monthly amounts."
"INSURAMT",2,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly homeowner or renter insurance amount","HOUSEHOLD","Numeric","JINSURAMT","Coming soon","0 : 832: $0 to $832||833: $833 or more||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","Noise","INTSTATUS = '1'","Respondents are first asked BUYI1/2 (Does this household have property insurance?), and if they reply yes, then asked the amount. The values shown on the microdata has been converted to a monthly amount."
"LOTAMT",3,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro","PUF","Monthly lot rent amount","HOUSEHOLD","Numeric","JLOTAMT","Coming soon","0: Does not pay lot rent or included in park or association fee||1 : 9995: $1 to $9,995||9996: $9,996 or more||M or -9: Not reported||N or -6: Not applicable","See User Notes","See User Notes","Noise","INTSTATUS in ('1' '2' '3') and (BLD = '01' and OWNLOT <> '1' and (TENURE in ('1' '2' '3') or VACANCY in ('01' '02' '03' '04' '05'))) or (OWNLOT = '2' and (TENURE = '1' or VACANCY in ('03' '05')))","Respondents are first asked INCS (Do you pay rent for the land?), and if they reply yes, then asked FLRENT (How many times a year is the land/site rent due?), then asked LRENT (What is the cost?). The values shown in the microdata have been converted to monthly amounts."
"MORTAMT",4,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly total mortgage amount (all mortgages)","HOUSEHOLD","Numeric","JMORTAMT","Coming soon","-9999997: -$9,999,997 or less||-9999996 : 9999996: -$9,999,996 to $9,999,996||9999997: $9,999,997 or more||M or -9: Not reported||N or -6: Not applicable","NA","NA","Noise","INTSTATUS = '1' and TENURE = '1' and MORTSTAT in ('2' '3' '4' '5')","MORTAMT is the sum of PMTAMT (mortgage payment amount) across all mortgages. Some households' property tax and/or homeowner insurance payments are included in a mortgage payment. The property tax and/or homeowner insurance amounts are subtracted from the sum of PMTAMT in such cases. Occasionally the amount of property tax and/or homeowner insurance is greater than the mortgage payment, creating a negative MORTAMT value."
"PROTAXAMT",5,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro","PUF","Monthly property tax amount","HOUSEHOLD","Numeric","JPROTAXAMT","Coming soon","0 : 8299: $0 to $8,299||8300: $8,300 or more||N or -6: Not applicable","What was the total property tax last year?","AMTXQ","Noise","(INTSTATUS = '1' and TENURE = '1')","PROTAXAMT is collected as an annual amount, but converted to monthly for the microdata file."
"RENT",6,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly rent amount","HOUSEHOLD","Numeric","JRENT","Coming soon","0: Vacant or URE unit where rent will depend on the occupant's income||1 : 29997: $1 to $29,997||29998: $29,998 or more||N or -6: Not applicable","See User Notes","RENT","Rounded/Topcoded","(INTSTATUS = '1' and TENURE = '2') or (INTSTATUS in ('2' '3') and VACANCY in ('01' '02' '04'))","Respondents are first asked FRENT (How many times a year is the rent on your unit due?), then RENT (How much is the rent?). The values shown in the microdata has been converted to the monthly amount."
"TOTHCAMT",7,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly total housing costs","HOUSEHOLD","Numeric","JTOTHCAMT","Coming soon","0 : 999998: $0 to $999,998||999999: $999,999 or more||N or -6: Not applicable","NA","NA","Noise","INTSTATUS = '1'","TOTHCAMT is the sum of all other variables in the ""Total Housing Costs"" subtopic, which includes MORTAMT, RENT, UTILAMT, PROTAXAMT, INSURAMT, HOAAMT, LOTAMT, and MAINTAMT. MAINTAMT is first divided by 12 to convert it to a monthly cost."
"UTILAMT",8,"Housing Costs",8,"Total Housing Cost",1,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly total utility amount","HOUSEHOLD","Numeric","JUTILAMT","Coming soon","1 : 4997: $1 to $4,997||4998: $4,998 or more||N or -6: Not applicable","NA","NA","Topcoded","INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '03' '04' '05')))","UTILAMT is the sum of ELECAMT, GASAMT, OILAMT, WATERAMT, OTHERAMT, and TRASHAMT."
"ELECAMT",1,"Housing Costs",8,"Utilities",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly electric amount","HOUSEHOLD","Numeric","JELECAMT","Coming soon","0: Unit does not use electricity||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","See User Notes","See User Notes","Rounded/Topcoded","INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1')))","Monthly electric amount represents average monthly costs paid for electricity. Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on electricity consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. Separate models are applied to units that use electricity alone and those that use both electricity and natural gas. When electricity is billed separately or can be modeled separately, the models estimate electricity consumption, which is converted into costs with price data. When the electric bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly electric costs. Amounts are for occupied units that use and pay for electricity, where the electricity cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for electricity or if the electric costs would be included in the rent, condo fee, or other charges."
"GASAMT",2,"Housing Costs",8,"Utilities",2,"2021 National, 2021 Metro, 2019 National, 2019 Metro, 2017 National, 2017 Metro, 2015 National, 2015 Metro","PUF","Monthly gas amount","HOUSEHOLD","Numeric","JGASAMT","Coming soon","0: Unit does not use gas||1: Vacant home: billed separately||2: Occupied or vacant home: included in the rent, site rent, condominium fee, other fee, or other utility bill||3: Occupied home: provided free of charge||4 : 832: $4 to $832||833: $833 or more||N or -6: Not applicable","See User Notes","See User Notes","Rounded/Topcoded","INTSTATUS = '1' or (INTSTATUS in ('2' '3') and (VACANCY in ('01' '02' '04') or (VACANCY in ('03' '05') and CONDO = '1')))","Monthly gas amount represents average monthly costs paid for gas (note: the variable GASSOURCE indicates whether gas is delivered through underground pipes or is bottled gas). Average monthly costs are estimated from regression models developed from the Residential Energy Consumption Survey (RECS) sponsored by the Department of Energy (DOE). The RECS collects data on gas consumption and costs, as well as some housing and household characteristics similar to those collected in the AHS. Separate models were developed for piped natural gas and bottled liquid petroleum gas (propane). Housing and household characteristics and heating and cooling degree days from the AHS are used as inputs to the models. When gas is billed separately or can be modeled separately, the models estimate gas consumption, which is converted into costs with price data. When the gas bill is combined with a utility that cannot be modeled separately (i.e., oil, other fuels, trash, water), the models estimate costs with additional information on either the last bill or the respondent's best estimate of average monthly gas costs. Amounts are for occupied units that use and pay for gas, where the gas cost is not included in rent, site rent, condo fee, or other fee, or included in another utility cost. Costs are not collected for vacant units, but information is collected on whether the unit would be billed separately for gas or if the gas costs would be included in the rent, condo fee, or other charges."
