"Variable","Variable Number","Topic","Topic Number","Subtopic","Subtopic Number","Survey Years","Availability","Description","Table Name","Type","Edit Flag Variable","Imputation Strategy","Response Codes","Question Text","Instrument Variable Name(s)","Disclosure","Conditions in Universe","User Notes"
"SELL3",109,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Borrowed third mortgage from former owner","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SUBMOR",110,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","State or local government program provided first mortgage","HOUSEHOLD","Character","JUBMOR",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SUBMR2",111,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","State or local government program provided second mortgage","HOUSEHOLD","Character","JUBMR2",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SUBMR3",112,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","State or local government program provided third mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"SUBMR4",113,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National","PUF","State or local government program provided fourth or other mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"TERM",114,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Term of first mortgage","HOUSEHOLD","Numeric","JTERM",,"1 : 40: 1 to 40 years||B: Not applicable",,,,,
"TERM2",115,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Term of second mortgage","HOUSEHOLD","Numeric","JTERM2",,"1 : 40: 1 to 40 years||B: Not applicable",,,,,
"TERM3",116,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Term of third mortgage","HOUSEHOLD","Numeric","JTERM3",,"1 : 40: 1 to 40 years||B: Not applicable",,,,,
"VARY",117,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Payments the same during the length of the first mortgage","HOUSEHOLD","Character","JVARY",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"VARY2",118,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Payments the same during the length of the second mortgage","HOUSEHOLD","Character","JVARY2",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"VARY3",119,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Payments the same during the length of the third mortgage","HOUSEHOLD","Character","JVARY3",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"YRMOR",120,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Year obtained first mortgage","HOUSEHOLD","Numeric","JYRMOR",,"1900 : 20XX: 1900 to 20XX||B: Not applicable",,,,,
"YRMOR2",121,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Year obtained second mortgage","HOUSEHOLD","Numeric","JRMOR2",,"1900 : 20XX: 1900 to 20XX||B: Not applicable",,,,,
"YRMOR3",122,"Mortgage Details",9,"Mortgage Origination",1,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Year obtained third mortgage","HOUSEHOLD","Numeric","JRMOR3",,"1900 : 20XX: 1900 to 20XX||B: Not applicable",,,,,
"INSPMT",1,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Homeowner's insurance included in first mortgage payment","HOUSEHOLD","Character","JNSPMT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"PMIPMT",3,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Private mortgage insurance included in payments towards first mortgage","HOUSEHOLD","Character","JMIPMT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"TAXPMT",8,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Real estate taxes included in first mortgage payment","HOUSEHOLD","Character","JAXPMT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INTPMT",10,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Interest included in payments towards first mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"OTHPMT",12,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National, 1999 National, 1998 Metro, 1997 National","PUF","Other charges included in payments towards first mortgage","HOUSEHOLD","Character","JTHPMT",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"PMIAMT",13,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2009 Metro, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Amount of private mortgage insurance included in payments towards first mortgage","HOUSEHOLD","Numeric","JMIAMT",,"1 : 99998: $1 to $99,998||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"PRIPMT",14,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Principal included in payments towards first mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"AMTM",15,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Amount of other charges last year included in payments towards first mortgage","HOUSEHOLD","Numeric","JAMTM",,"1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"AMTM2",16,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2011 National, 2011 Metro, 2009 National, 2007 National, 2007 Metro, 2005 National, 2004 Metro, 2003 National, 2002 Metro, 2001 National","PUF","Amount of other charges last year included in payments towards second mortgage","HOUSEHOLD","Numeric","JAMTM2",,"1 : 9999997: $1 to $9,999,997||9999998: $9,999,998 or more||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"FMRPMT",17,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Payment frequency of first mortgage","HOUSEHOLD","Character","NA",,"1: Once a month||2: Twice a month||3: Every two weeks||4: Something else||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"FMRPMT2",18,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Payment frequency of second mortgage","HOUSEHOLD","Character","NA",,"1: Once a month||2: Twice a month||3: Every two weeks||4: Something else||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"FMRPMT3",19,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Payment frequency of third mortgage","HOUSEHOLD","Character","NA",,"1: Once a month||2: Twice a month||3: Every two weeks||4: Something else||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"GPMWP",20,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage payment varies according to a set schedule","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"GPMWP2",21,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage payment varies according to a set schedule","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"GPMWP3",22,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2011 National, 2011 Metro","PUF","Third mortgage payment varies according to a set schedule","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"HYBARM",23,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 Metro","PUF","Adjustable rate ever fixed more than one year on first mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HYBARM2",24,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 Metro","PUF","Adjustable rate ever fixed more than one year on second mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HYBARM3",25,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2011 Metro","PUF","Adjustable rate ever fixed more than one year on third mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||B: Not applicable",,,,,
"HYBMYR",26,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of years adjustable rate was fixed for first mortgage","HOUSEHOLD","Numeric","NA",,"0: Mortgage less than a year old||1 : 45: 1 to 45 years||D: Don't know||R: Refused||B: Not applicable",,,,,
"HYBMYR2",27,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Number of years adjustable rate was fixed for second mortgage","HOUSEHOLD","Numeric","NA",,"0: Mortgage less than a year old||1 : 45: 1 to 45 years||D: Don't know||R: Refused||B: Not applicable",,,,,
"INPMT2",28,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Homeowner's insurance included in second mortgage payment","HOUSEHOLD","Character","JNPMT2",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INPMT3",29,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Homeowner's insurance included in third mortgage payment","HOUSEHOLD","Character","JNPMT3",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INTPMT2",30,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Interest included in payments towards second mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"INTPMT3",31,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Interest included in payments towards third mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"IO",32,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","First mortgage payment varies because it is interest only now but will need to be paid down later","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"IO2",33,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Second mortgage payment varies because it is interest only now but will need to be paid down later","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"IO3",34,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2011 National, 2011 Metro","PUF","Third mortgage payment varies because it is interest only now but will need to be paid down later","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAXADJ",35,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Limited number of times the rate can change on the first mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAXADJ2",36,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Limited number of times the rate can change on the second mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MAXADJ3",37,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2011 National, 2011 Metro","PUF","Limited number of times the rate can change on the third mortgage","HOUSEHOLD","Character","NA",,"1: Yes||2: No||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MXDJTM",38,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Limit on number of times the interest rate can change on first mortgage","HOUSEHOLD","Numeric","NA",,"1 : 997: 1 to 997 interest rate changes||998: 998 or more interest rate changes||D: Don't know||R: Refused||B: Not applicable",,,,,
"MXDJTM2",39,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Limit on number of times the interest rate can change on second mortgage","HOUSEHOLD","Numeric","NA",,"1 : 997: 1 to 997 interest rate changes||998: 998 or more interest rate changes||D: Don't know||R: Refused||B: Not applicable",,,,,
"MXINTF",40,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Maximum interest rate allowed on first mortgage - fraction","HOUSEHOLD","Character","NA",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MXINTF2",41,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Maximum interest rate allowed on second mortgage - fraction","HOUSEHOLD","Character","NA",,"0: No fraction||1: 1/8 percent||2: 1/4 percent||3: 3/8 percent||4: 1/2 percent||5: 5/8 percent||6: 3/4 percent||7: 7/8 percent||D: Don't know||R: Refused||Blank: Not reported||B: Not applicable",,,,,
"MXINTR",42,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Maximum interest rate allowed on first mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"MXINTR2",43,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Maximum interest rate allowed on second mortgage","HOUSEHOLD","Numeric","NA",,"1 : 20.875: 1 to 20.875 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
"MXINTW",44,"Mortgage Details",9,"Current Payment Details",2,"2013 National, 2013 Metro, 2011 National, 2011 Metro","PUF","Maximum interest rate allowed on first mortgage - whole number","HOUSEHOLD","Numeric","NA",,"1 : 20: 1 to 20 percent||D: Don't know||R: Refused||. : Not reported||B: Not applicable",,,,,
