Table,NAME,FMTName,Type,Value,Label,Flat,Metro
AHS2021,NATVTY3,NATVTY,C,363,Chile,YES,YES
AHS2021,NATVTY3,NATVTY,C,364,Columbia,YES,YES
AHS2021,NATVTY3,NATVTY,C,365,Ecuador,YES,YES
AHS2021,NATVTY3,NATVTY,C,368,Guyana,YES,YES
AHS2021,NATVTY3,NATVTY,C,369,Paraguay,YES,YES
AHS2021,NATVTY3,NATVTY,C,370,Peru,YES,YES
AHS2021,NATVTY3,NATVTY,C,372,Uruguay,YES,YES
AHS2021,NATVTY3,NATVTY,C,373,Venezuela,YES,YES
AHS2021,NATVTY3,NATVTY,C,374,"South America, not specified",YES,YES
AHS2021,NATVTY3,NATVTY,C,399,"Americas, not specified",YES,YES
AHS2021,NATVTY3,NATVTY,C,400,Algeria,YES,YES
AHS2021,NATVTY3,NATVTY,C,407,Cameroon,YES,YES
AHS2021,NATVTY3,NATVTY,C,408,Cape Verde,YES,YES
AHS2021,NATVTY3,NATVTY,C,412,Congo,YES,YES
AHS2021,NATVTY3,NATVTY,C,414,Egypt,YES,YES
AHS2021,NATVTY3,NATVTY,C,416,Ethiopia,YES,YES
AHS2021,NATVTY3,NATVTY,C,417,Eritrea,YES,YES
AHS2021,NATVTY3,NATVTY,C,421,Ghana,YES,YES
AHS2021,NATVTY3,NATVTY,C,423,Guinea,YES,YES
AHS2021,NATVTY3,NATVTY,C,425,Ivory Coast,YES,YES
AHS2021,NATVTY3,NATVTY,C,427,Kenya,YES,YES
AHS2021,NATVTY3,NATVTY,C,429,Liberia,YES,YES
AHS2021,NATVTY3,NATVTY,C,430,Libya,YES,YES
AHS2021,NATVTY3,NATVTY,C,436,Morocco,YES,YES
AHS2021,NATVTY3,NATVTY,C,440,Nigeria,YES,YES
AHS2021,NATVTY3,NATVTY,C,444,Senegal,YES,YES
AHS2021,NATVTY3,NATVTY,C,447,Sierra Leone,YES,YES
AHS2021,NATVTY3,NATVTY,C,448,Somalia,YES,YES
AHS2021,NATVTY3,NATVTY,C,449,South Africa,YES,YES
AHS2021,NATVTY3,NATVTY,C,451,Sudan,YES,YES
AHS2021,NATVTY3,NATVTY,C,453,Tanzania,YES,YES
AHS2021,NATVTY3,NATVTY,C,454,Togo,YES,YES
AHS2021,NATVTY3,NATVTY,C,457,Uganda,YES,YES
AHS2021,NATVTY3,NATVTY,C,459,Zaire,YES,YES
AHS2021,NATVTY3,NATVTY,C,460,Zambia,YES,YES
AHS2021,NATVTY3,NATVTY,C,461,Zimbabwe,YES,YES
AHS2021,NATVTY3,NATVTY,C,462,"Africa, not specified",YES,YES
AHS2021,NATVTY3,NATVTY,C,501,Australia,YES,YES
AHS2021,NATVTY3,NATVTY,C,508,Fiji,YES,YES
AHS2021,NATVTY3,NATVTY,C,511,Marshall Islands,YES,YES
AHS2021,NATVTY3,NATVTY,C,512,Micronesia,YES,YES
AHS2021,NATVTY3,NATVTY,C,515,New Zealand,YES,YES
AHS2021,NATVTY3,NATVTY,C,523,Tonga,YES,YES
AHS2021,NATVTY3,NATVTY,C,527,Samoa,YES,YES
AHS2021,NATVTY3,NATVTY,C,555,Elsewhere,YES,YES
AHS2021,NATVTY4,NATVTY,C,057,United States,YES,YES
AHS2021,NATVTY4,NATVTY,C,060,American Samoa,YES,YES
AHS2021,NATVTY4,NATVTY,C,066,Guam,YES,YES
AHS2021,NATVTY4,NATVTY,C,069,Northern Marianas,YES,YES
AHS2021,NATVTY4,NATVTY,C,073,Puerto Rico,YES,YES
AHS2021,NATVTY4,NATVTY,C,078,U.S. Virgin Islands,YES,YES
AHS2021,NATVTY4,NATVTY,C,100,Albania,YES,YES
AHS2021,NATVTY4,NATVTY,C,102,Austria,YES,YES
AHS2021,NATVTY4,NATVTY,C,103,Belgium,YES,YES
AHS2021,NATVTY4,NATVTY,C,104,Bulgaria,YES,YES
AHS2021,NATVTY4,NATVTY,C,105,Czechoslovakia,YES,YES
AHS2021,NATVTY4,NATVTY,C,106,Denmark,YES,YES
AHS2021,NATVTY4,NATVTY,C,108,Finland,YES,YES
AHS2021,NATVTY4,NATVTY,C,109,France,YES,YES
AHS2021,NATVTY4,NATVTY,C,110,Germany,YES,YES
AHS2021,NATVTY4,NATVTY,C,116,Greece,YES,YES
AHS2021,NATVTY4,NATVTY,C,117,Hungary,YES,YES
AHS2021,NATVTY4,NATVTY,C,119,Ireland,YES,YES
AHS2021,NATVTY4,NATVTY,C,120,Italy,YES,YES
AHS2021,NATVTY4,NATVTY,C,126,Netherlands,YES,YES
AHS2021,NATVTY4,NATVTY,C,127,Norway,YES,YES
AHS2021,NATVTY4,NATVTY,C,128,Poland,YES,YES
AHS2021,NATVTY4,NATVTY,C,129,Portugal,YES,YES
AHS2021,NATVTY4,NATVTY,C,130,Azores,YES,YES
AHS2021,NATVTY4,NATVTY,C,132,Romania,YES,YES
AHS2021,NATVTY4,NATVTY,C,134,Spain,YES,YES
AHS2021,NATVTY4,NATVTY,C,136,Sweden,YES,YES
AHS2021,NATVTY4,NATVTY,C,137,Switzerland,YES,YES
AHS2021,NATVTY4,NATVTY,C,138,United Kingdom,YES,YES
AHS2021,NATVTY4,NATVTY,C,139,England,YES,YES
AHS2021,NATVTY4,NATVTY,C,140,Scotland,YES,YES
AHS2021,NATVTY4,NATVTY,C,142,Northern Ireland,YES,YES
AHS2021,NATVTY4,NATVTY,C,147,Yugoslavia,YES,YES
AHS2021,NATVTY4,NATVTY,C,148,Czech Republic,YES,YES
AHS2021,NATVTY4,NATVTY,C,149,Slovakia,YES,YES
AHS2021,NATVTY4,NATVTY,C,150,Bosnia and Herzegovina,YES,YES
AHS2021,NATVTY4,NATVTY,C,151,Croatia,YES,YES
AHS2021,NATVTY4,NATVTY,C,152,Macedonia,YES,YES
AHS2021,NATVTY4,NATVTY,C,154,Serbia,YES,YES
AHS2021,NATVTY4,NATVTY,C,155,Estonia,YES,YES
AHS2021,NATVTY4,NATVTY,C,156,Latvia,YES,YES
AHS2021,NATVTY4,NATVTY,C,157,Lithuania,YES,YES
AHS2021,NATVTY4,NATVTY,C,158,Armenia,YES,YES
AHS2021,NATVTY4,NATVTY,C,159,Azerbaijan,YES,YES
AHS2021,NATVTY4,NATVTY,C,160,Belarus,YES,YES
AHS2021,NATVTY4,NATVTY,C,161,Georgia,YES,YES
AHS2021,NATVTY4,NATVTY,C,162,Moldova,YES,YES
AHS2021,NATVTY4,NATVTY,C,163,Russia,YES,YES
AHS2021,NATVTY4,NATVTY,C,164,Ukraine,YES,YES
AHS2021,NATVTY4,NATVTY,C,165,USSR,YES,YES
AHS2021,NATVTY4,NATVTY,C,166,"Europe, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,168,Montenegro,YES,YES
AHS2021,NATVTY4,NATVTY,C,200,Afghanistan,YES,YES
AHS2021,NATVTY4,NATVTY,C,202,Bangladesh,YES,YES
AHS2021,NATVTY4,NATVTY,C,203,Bhutan,YES,YES
AHS2021,NATVTY4,NATVTY,C,205,Myanmar (Burma),YES,YES
AHS2021,NATVTY4,NATVTY,C,206,Cambodia,YES,YES
AHS2021,NATVTY4,NATVTY,C,207,China,YES,YES
AHS2021,NATVTY4,NATVTY,C,209,Hong Kong,YES,YES
AHS2021,NATVTY4,NATVTY,C,210,India,YES,YES
AHS2021,NATVTY4,NATVTY,C,211,Indonesia,YES,YES
AHS2021,NATVTY4,NATVTY,C,212,Iran,YES,YES
AHS2021,NATVTY4,NATVTY,C,213,Iraq,YES,YES
AHS2021,NATVTY4,NATVTY,C,214,Israel,YES,YES
AHS2021,NATVTY4,NATVTY,C,215,Japan,YES,YES
AHS2021,NATVTY4,NATVTY,C,216,Jordan,YES,YES
AHS2021,NATVTY4,NATVTY,C,217,Korea,YES,YES
AHS2021,NATVTY4,NATVTY,C,218,Kazakhstan,YES,YES
AHS2021,NATVTY4,NATVTY,C,220,South Korea,YES,YES
AHS2021,NATVTY4,NATVTY,C,222,Kuwait,YES,YES
AHS2021,NATVTY4,NATVTY,C,223,Laos,YES,YES
AHS2021,NATVTY4,NATVTY,C,224,Lebanon,YES,YES
AHS2021,NATVTY4,NATVTY,C,226,Malaysia,YES,YES
AHS2021,NATVTY4,NATVTY,C,228,Mongolia,YES,YES
AHS2021,NATVTY4,NATVTY,C,229,Nepal,YES,YES
AHS2021,NATVTY4,NATVTY,C,231,Pakistan,YES,YES
AHS2021,NATVTY4,NATVTY,C,233,Philippines,YES,YES
AHS2021,NATVTY4,NATVTY,C,235,Saudi Arabia,YES,YES
AHS2021,NATVTY4,NATVTY,C,236,Singapore,YES,YES
AHS2021,NATVTY4,NATVTY,C,238,Sri Lanka,YES,YES
AHS2021,NATVTY4,NATVTY,C,239,Syria,YES,YES
AHS2021,NATVTY4,NATVTY,C,240,Taiwan,YES,YES
AHS2021,NATVTY4,NATVTY,C,242,Thailand,YES,YES
AHS2021,NATVTY4,NATVTY,C,243,Turkey,YES,YES
AHS2021,NATVTY4,NATVTY,C,245,United Arab Emirates,YES,YES
AHS2021,NATVTY4,NATVTY,C,246,Uzbekistan,YES,YES
AHS2021,NATVTY4,NATVTY,C,247,Vietnam,YES,YES
AHS2021,NATVTY4,NATVTY,C,248,Yemen,YES,YES
AHS2021,NATVTY4,NATVTY,C,249,"Asia, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,300,Bermuda,YES,YES
AHS2021,NATVTY4,NATVTY,C,301,Canada,YES,YES
AHS2021,NATVTY4,NATVTY,C,303,Mexico,YES,YES
AHS2021,NATVTY4,NATVTY,C,310,Belize,YES,YES
AHS2021,NATVTY4,NATVTY,C,311,Costa Rica,YES,YES
AHS2021,NATVTY4,NATVTY,C,312,El Salvador,YES,YES
AHS2021,NATVTY4,NATVTY,C,313,Guatemala,YES,YES
AHS2021,NATVTY4,NATVTY,C,314,Honduras,YES,YES
AHS2021,NATVTY4,NATVTY,C,315,Nicaragua,YES,YES
AHS2021,NATVTY4,NATVTY,C,316,Panama,YES,YES
AHS2021,NATVTY4,NATVTY,C,321,Antigua and Barbuda,YES,YES
AHS2021,NATVTY4,NATVTY,C,323,Bahamas,YES,YES
AHS2021,NATVTY4,NATVTY,C,324,Barbados,YES,YES
AHS2021,NATVTY4,NATVTY,C,327,Cuba,YES,YES
AHS2021,NATVTY4,NATVTY,C,328,Dominica,YES,YES
AHS2021,NATVTY4,NATVTY,C,329,Dominican Republic,YES,YES
AHS2021,NATVTY4,NATVTY,C,330,Grenada,YES,YES
AHS2021,NATVTY4,NATVTY,C,332,Haiti,YES,YES
AHS2021,NATVTY4,NATVTY,C,333,Jamaica,YES,YES
AHS2021,NATVTY4,NATVTY,C,338,St. Kitts-Nevis,YES,YES
AHS2021,NATVTY4,NATVTY,C,339,St. Lucia,YES,YES
AHS2021,NATVTY4,NATVTY,C,340,St. Vincent and the Grenadines,YES,YES
AHS2021,NATVTY4,NATVTY,C,341,Trinidad and Tobago,YES,YES
AHS2021,NATVTY4,NATVTY,C,343,"West Indies, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,360,Argentina,YES,YES
AHS2021,NATVTY4,NATVTY,C,361,Bolivia,YES,YES
AHS2021,NATVTY4,NATVTY,C,362,Brazil,YES,YES
AHS2021,NATVTY4,NATVTY,C,363,Chile,YES,YES
AHS2021,NATVTY4,NATVTY,C,364,Columbia,YES,YES
AHS2021,NATVTY4,NATVTY,C,365,Ecuador,YES,YES
AHS2021,NATVTY4,NATVTY,C,368,Guyana,YES,YES
AHS2021,NATVTY4,NATVTY,C,369,Paraguay,YES,YES
AHS2021,NATVTY4,NATVTY,C,370,Peru,YES,YES
AHS2021,NATVTY4,NATVTY,C,372,Uruguay,YES,YES
AHS2021,NATVTY4,NATVTY,C,373,Venezuela,YES,YES
AHS2021,NATVTY4,NATVTY,C,374,"South America, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,399,"Americas, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,400,Algeria,YES,YES
AHS2021,NATVTY4,NATVTY,C,407,Cameroon,YES,YES
AHS2021,NATVTY4,NATVTY,C,408,Cape Verde,YES,YES
AHS2021,NATVTY4,NATVTY,C,412,Congo,YES,YES
AHS2021,NATVTY4,NATVTY,C,414,Egypt,YES,YES
AHS2021,NATVTY4,NATVTY,C,416,Ethiopia,YES,YES
AHS2021,NATVTY4,NATVTY,C,417,Eritrea,YES,YES
AHS2021,NATVTY4,NATVTY,C,421,Ghana,YES,YES
AHS2021,NATVTY4,NATVTY,C,423,Guinea,YES,YES
AHS2021,NATVTY4,NATVTY,C,425,Ivory Coast,YES,YES
AHS2021,NATVTY4,NATVTY,C,427,Kenya,YES,YES
AHS2021,NATVTY4,NATVTY,C,429,Liberia,YES,YES
AHS2021,NATVTY4,NATVTY,C,430,Libya,YES,YES
AHS2021,NATVTY4,NATVTY,C,436,Morocco,YES,YES
AHS2021,NATVTY4,NATVTY,C,440,Nigeria,YES,YES
AHS2021,NATVTY4,NATVTY,C,444,Senegal,YES,YES
AHS2021,NATVTY4,NATVTY,C,447,Sierra Leone,YES,YES
AHS2021,NATVTY4,NATVTY,C,448,Somalia,YES,YES
AHS2021,NATVTY4,NATVTY,C,449,South Africa,YES,YES
AHS2021,NATVTY4,NATVTY,C,451,Sudan,YES,YES
AHS2021,NATVTY4,NATVTY,C,453,Tanzania,YES,YES
AHS2021,NATVTY4,NATVTY,C,454,Togo,YES,YES
AHS2021,NATVTY4,NATVTY,C,457,Uganda,YES,YES
AHS2021,NATVTY4,NATVTY,C,459,Zaire,YES,YES
AHS2021,NATVTY4,NATVTY,C,460,Zambia,YES,YES
AHS2021,NATVTY4,NATVTY,C,461,Zimbabwe,YES,YES
AHS2021,NATVTY4,NATVTY,C,462,"Africa, not specified",YES,YES
AHS2021,NATVTY4,NATVTY,C,501,Australia,YES,YES
AHS2021,NATVTY4,NATVTY,C,508,Fiji,YES,YES
AHS2021,NATVTY4,NATVTY,C,511,Marshall Islands,YES,YES
AHS2021,NATVTY4,NATVTY,C,512,Micronesia,YES,YES
AHS2021,NATVTY4,NATVTY,C,515,New Zealand,YES,YES
AHS2021,NATVTY4,NATVTY,C,523,Tonga,YES,YES
AHS2021,NATVTY4,NATVTY,C,527,Samoa,YES,YES
AHS2021,NATVTY4,NATVTY,C,555,Elsewhere,YES,YES
AHS2021,NATVTY5,NATVTY,C,057,United States,YES,YES
AHS2021,NATVTY5,NATVTY,C,060,American Samoa,YES,YES
AHS2021,NATVTY5,NATVTY,C,066,Guam,YES,YES
AHS2021,NATVTY5,NATVTY,C,069,Northern Marianas,YES,YES
AHS2021,NATVTY5,NATVTY,C,073,Puerto Rico,YES,YES
AHS2021,NATVTY5,NATVTY,C,078,U.S. Virgin Islands,YES,YES
AHS2021,NATVTY5,NATVTY,C,100,Albania,YES,YES
AHS2021,NATVTY5,NATVTY,C,102,Austria,YES,YES
AHS2021,NATVTY5,NATVTY,C,103,Belgium,YES,YES
AHS2021,NATVTY5,NATVTY,C,104,Bulgaria,YES,YES
AHS2021,NATVTY5,NATVTY,C,105,Czechoslovakia,YES,YES
AHS2021,NATVTY5,NATVTY,C,106,Denmark,YES,YES
AHS2021,NATVTY5,NATVTY,C,108,Finland,YES,YES
AHS2021,NATVTY5,NATVTY,C,109,France,YES,YES
AHS2021,NATVTY5,NATVTY,C,110,Germany,YES,YES
AHS2021,NATVTY5,NATVTY,C,116,Greece,YES,YES
AHS2021,NATVTY5,NATVTY,C,117,Hungary,YES,YES
AHS2021,NATVTY5,NATVTY,C,119,Ireland,YES,YES
AHS2021,NATVTY5,NATVTY,C,120,Italy,YES,YES
AHS2021,NATVTY5,NATVTY,C,126,Netherlands,YES,YES
AHS2021,NATVTY5,NATVTY,C,127,Norway,YES,YES
AHS2021,NATVTY5,NATVTY,C,128,Poland,YES,YES
AHS2021,NATVTY5,NATVTY,C,129,Portugal,YES,YES
AHS2021,NATVTY5,NATVTY,C,130,Azores,YES,YES
AHS2021,NATVTY5,NATVTY,C,132,Romania,YES,YES
AHS2021,NATVTY5,NATVTY,C,134,Spain,YES,YES
AHS2021,NATVTY5,NATVTY,C,136,Sweden,YES,YES
AHS2021,NATVTY5,NATVTY,C,137,Switzerland,YES,YES
AHS2021,NATVTY5,NATVTY,C,138,United Kingdom,YES,YES
AHS2021,NATVTY5,NATVTY,C,139,England,YES,YES
AHS2021,NATVTY5,NATVTY,C,140,Scotland,YES,YES
AHS2021,NATVTY5,NATVTY,C,142,Northern Ireland,YES,YES
AHS2021,NATVTY5,NATVTY,C,147,Yugoslavia,YES,YES
AHS2021,NATVTY5,NATVTY,C,148,Czech Republic,YES,YES
AHS2021,NATVTY5,NATVTY,C,149,Slovakia,YES,YES
AHS2021,NATVTY5,NATVTY,C,150,Bosnia and Herzegovina,YES,YES
AHS2021,NATVTY5,NATVTY,C,151,Croatia,YES,YES
AHS2021,NATVTY5,NATVTY,C,152,Macedonia,YES,YES
AHS2021,NATVTY5,NATVTY,C,154,Serbia,YES,YES
AHS2021,NATVTY5,NATVTY,C,155,Estonia,YES,YES
AHS2021,NATVTY5,NATVTY,C,156,Latvia,YES,YES
AHS2021,NATVTY5,NATVTY,C,157,Lithuania,YES,YES
AHS2021,NATVTY5,NATVTY,C,158,Armenia,YES,YES
AHS2021,NATVTY5,NATVTY,C,159,Azerbaijan,YES,YES
AHS2021,NATVTY5,NATVTY,C,160,Belarus,YES,YES
AHS2021,NATVTY5,NATVTY,C,161,Georgia,YES,YES
AHS2021,NATVTY5,NATVTY,C,162,Moldova,YES,YES
AHS2021,NATVTY5,NATVTY,C,163,Russia,YES,YES
AHS2021,NATVTY5,NATVTY,C,164,Ukraine,YES,YES
AHS2021,NATVTY5,NATVTY,C,165,USSR,YES,YES
AHS2021,NATVTY5,NATVTY,C,166,"Europe, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,168,Montenegro,YES,YES
AHS2021,NATVTY5,NATVTY,C,200,Afghanistan,YES,YES
AHS2021,NATVTY5,NATVTY,C,202,Bangladesh,YES,YES
AHS2021,NATVTY5,NATVTY,C,203,Bhutan,YES,YES
AHS2021,NATVTY5,NATVTY,C,205,Myanmar (Burma),YES,YES
AHS2021,NATVTY5,NATVTY,C,206,Cambodia,YES,YES
AHS2021,NATVTY5,NATVTY,C,207,China,YES,YES
AHS2021,NATVTY5,NATVTY,C,209,Hong Kong,YES,YES
AHS2021,NATVTY5,NATVTY,C,210,India,YES,YES
AHS2021,NATVTY5,NATVTY,C,211,Indonesia,YES,YES
AHS2021,NATVTY5,NATVTY,C,212,Iran,YES,YES
AHS2021,NATVTY5,NATVTY,C,213,Iraq,YES,YES
AHS2021,NATVTY5,NATVTY,C,214,Israel,YES,YES
AHS2021,NATVTY5,NATVTY,C,215,Japan,YES,YES
AHS2021,NATVTY5,NATVTY,C,216,Jordan,YES,YES
AHS2021,NATVTY5,NATVTY,C,217,Korea,YES,YES
AHS2021,NATVTY5,NATVTY,C,218,Kazakhstan,YES,YES
AHS2021,NATVTY5,NATVTY,C,220,South Korea,YES,YES
AHS2021,NATVTY5,NATVTY,C,222,Kuwait,YES,YES
AHS2021,NATVTY5,NATVTY,C,223,Laos,YES,YES
AHS2021,NATVTY5,NATVTY,C,224,Lebanon,YES,YES
AHS2021,NATVTY5,NATVTY,C,226,Malaysia,YES,YES
AHS2021,NATVTY5,NATVTY,C,228,Mongolia,YES,YES
AHS2021,NATVTY5,NATVTY,C,229,Nepal,YES,YES
AHS2021,NATVTY5,NATVTY,C,231,Pakistan,YES,YES
AHS2021,NATVTY5,NATVTY,C,233,Philippines,YES,YES
AHS2021,NATVTY5,NATVTY,C,235,Saudi Arabia,YES,YES
AHS2021,NATVTY5,NATVTY,C,236,Singapore,YES,YES
AHS2021,NATVTY5,NATVTY,C,238,Sri Lanka,YES,YES
AHS2021,NATVTY5,NATVTY,C,239,Syria,YES,YES
AHS2021,NATVTY5,NATVTY,C,240,Taiwan,YES,YES
AHS2021,NATVTY5,NATVTY,C,242,Thailand,YES,YES
AHS2021,NATVTY5,NATVTY,C,243,Turkey,YES,YES
AHS2021,NATVTY5,NATVTY,C,245,United Arab Emirates,YES,YES
AHS2021,NATVTY5,NATVTY,C,246,Uzbekistan,YES,YES
AHS2021,NATVTY5,NATVTY,C,247,Vietnam,YES,YES
AHS2021,NATVTY5,NATVTY,C,248,Yemen,YES,YES
AHS2021,NATVTY5,NATVTY,C,249,"Asia, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,300,Bermuda,YES,YES
AHS2021,NATVTY5,NATVTY,C,301,Canada,YES,YES
AHS2021,NATVTY5,NATVTY,C,303,Mexico,YES,YES
AHS2021,NATVTY5,NATVTY,C,310,Belize,YES,YES
AHS2021,NATVTY5,NATVTY,C,311,Costa Rica,YES,YES
AHS2021,NATVTY5,NATVTY,C,312,El Salvador,YES,YES
AHS2021,NATVTY5,NATVTY,C,313,Guatemala,YES,YES
AHS2021,NATVTY5,NATVTY,C,314,Honduras,YES,YES
AHS2021,NATVTY5,NATVTY,C,315,Nicaragua,YES,YES
AHS2021,NATVTY5,NATVTY,C,316,Panama,YES,YES
AHS2021,NATVTY5,NATVTY,C,321,Antigua and Barbuda,YES,YES
AHS2021,NATVTY5,NATVTY,C,323,Bahamas,YES,YES
AHS2021,NATVTY5,NATVTY,C,324,Barbados,YES,YES
AHS2021,NATVTY5,NATVTY,C,327,Cuba,YES,YES
AHS2021,NATVTY5,NATVTY,C,328,Dominica,YES,YES
AHS2021,NATVTY5,NATVTY,C,329,Dominican Republic,YES,YES
AHS2021,NATVTY5,NATVTY,C,330,Grenada,YES,YES
AHS2021,NATVTY5,NATVTY,C,332,Haiti,YES,YES
AHS2021,NATVTY5,NATVTY,C,333,Jamaica,YES,YES
AHS2021,NATVTY5,NATVTY,C,338,St. Kitts-Nevis,YES,YES
AHS2021,NATVTY5,NATVTY,C,339,St. Lucia,YES,YES
AHS2021,NATVTY5,NATVTY,C,340,St. Vincent and the Grenadines,YES,YES
AHS2021,NATVTY5,NATVTY,C,341,Trinidad and Tobago,YES,YES
AHS2021,NATVTY5,NATVTY,C,343,"West Indies, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,360,Argentina,YES,YES
AHS2021,NATVTY5,NATVTY,C,361,Bolivia,YES,YES
AHS2021,NATVTY5,NATVTY,C,362,Brazil,YES,YES
AHS2021,NATVTY5,NATVTY,C,363,Chile,YES,YES
AHS2021,NATVTY5,NATVTY,C,364,Columbia,YES,YES
AHS2021,NATVTY5,NATVTY,C,365,Ecuador,YES,YES
AHS2021,NATVTY5,NATVTY,C,368,Guyana,YES,YES
AHS2021,NATVTY5,NATVTY,C,369,Paraguay,YES,YES
AHS2021,NATVTY5,NATVTY,C,370,Peru,YES,YES
AHS2021,NATVTY5,NATVTY,C,372,Uruguay,YES,YES
AHS2021,NATVTY5,NATVTY,C,373,Venezuela,YES,YES
AHS2021,NATVTY5,NATVTY,C,374,"South America, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,399,"Americas, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,400,Algeria,YES,YES
AHS2021,NATVTY5,NATVTY,C,407,Cameroon,YES,YES
AHS2021,NATVTY5,NATVTY,C,408,Cape Verde,YES,YES
AHS2021,NATVTY5,NATVTY,C,412,Congo,YES,YES
AHS2021,NATVTY5,NATVTY,C,414,Egypt,YES,YES
AHS2021,NATVTY5,NATVTY,C,416,Ethiopia,YES,YES
AHS2021,NATVTY5,NATVTY,C,417,Eritrea,YES,YES
AHS2021,NATVTY5,NATVTY,C,421,Ghana,YES,YES
AHS2021,NATVTY5,NATVTY,C,423,Guinea,YES,YES
AHS2021,NATVTY5,NATVTY,C,425,Ivory Coast,YES,YES
AHS2021,NATVTY5,NATVTY,C,427,Kenya,YES,YES
AHS2021,NATVTY5,NATVTY,C,429,Liberia,YES,YES
AHS2021,NATVTY5,NATVTY,C,430,Libya,YES,YES
AHS2021,NATVTY5,NATVTY,C,436,Morocco,YES,YES
AHS2021,NATVTY5,NATVTY,C,440,Nigeria,YES,YES
AHS2021,NATVTY5,NATVTY,C,444,Senegal,YES,YES
AHS2021,NATVTY5,NATVTY,C,447,Sierra Leone,YES,YES
AHS2021,NATVTY5,NATVTY,C,448,Somalia,YES,YES
AHS2021,NATVTY5,NATVTY,C,449,South Africa,YES,YES
AHS2021,NATVTY5,NATVTY,C,451,Sudan,YES,YES
AHS2021,NATVTY5,NATVTY,C,453,Tanzania,YES,YES
AHS2021,NATVTY5,NATVTY,C,454,Togo,YES,YES
AHS2021,NATVTY5,NATVTY,C,457,Uganda,YES,YES
AHS2021,NATVTY5,NATVTY,C,459,Zaire,YES,YES
AHS2021,NATVTY5,NATVTY,C,460,Zambia,YES,YES
AHS2021,NATVTY5,NATVTY,C,461,Zimbabwe,YES,YES
AHS2021,NATVTY5,NATVTY,C,462,"Africa, not specified",YES,YES
AHS2021,NATVTY5,NATVTY,C,501,Australia,YES,YES
AHS2021,NATVTY5,NATVTY,C,508,Fiji,YES,YES
AHS2021,NATVTY5,NATVTY,C,511,Marshall Islands,YES,YES
AHS2021,NATVTY5,NATVTY,C,512,Micronesia,YES,YES
AHS2021,NATVTY5,NATVTY,C,515,New Zealand,YES,YES
AHS2021,NATVTY5,NATVTY,C,523,Tonga,YES,YES
AHS2021,NATVTY5,NATVTY,C,527,Samoa,YES,YES
AHS2021,NATVTY5,NATVTY,C,555,Elsewhere,YES,YES
AHS2021,NATVTY6,NATVTY,C,057,United States,YES,YES
AHS2021,NATVTY6,NATVTY,C,060,American Samoa,YES,YES
AHS2021,NATVTY6,NATVTY,C,066,Guam,YES,YES
AHS2021,NATVTY6,NATVTY,C,069,Northern Marianas,YES,YES
AHS2021,NATVTY6,NATVTY,C,073,Puerto Rico,YES,YES
AHS2021,NATVTY6,NATVTY,C,078,U.S. Virgin Islands,YES,YES
AHS2021,NATVTY6,NATVTY,C,100,Albania,YES,YES
AHS2021,NATVTY6,NATVTY,C,102,Austria,YES,YES
AHS2021,NATVTY6,NATVTY,C,103,Belgium,YES,YES
AHS2021,NATVTY6,NATVTY,C,104,Bulgaria,YES,YES
AHS2021,NATVTY6,NATVTY,C,105,Czechoslovakia,YES,YES
AHS2021,NATVTY6,NATVTY,C,106,Denmark,YES,YES
AHS2021,NATVTY6,NATVTY,C,108,Finland,YES,YES
AHS2021,NATVTY6,NATVTY,C,109,France,YES,YES
AHS2021,NATVTY6,NATVTY,C,110,Germany,YES,YES
AHS2021,NATVTY6,NATVTY,C,116,Greece,YES,YES
AHS2021,NATVTY6,NATVTY,C,117,Hungary,YES,YES
AHS2021,NATVTY6,NATVTY,C,119,Ireland,YES,YES
AHS2021,NATVTY6,NATVTY,C,120,Italy,YES,YES
AHS2021,NATVTY6,NATVTY,C,126,Netherlands,YES,YES
AHS2021,NATVTY6,NATVTY,C,127,Norway,YES,YES
AHS2021,NATVTY6,NATVTY,C,128,Poland,YES,YES
AHS2021,NATVTY6,NATVTY,C,129,Portugal,YES,YES
AHS2021,NATVTY6,NATVTY,C,130,Azores,YES,YES
AHS2021,NATVTY6,NATVTY,C,132,Romania,YES,YES
AHS2021,NATVTY6,NATVTY,C,134,Spain,YES,YES
AHS2021,NATVTY6,NATVTY,C,136,Sweden,YES,YES
AHS2021,NATVTY6,NATVTY,C,137,Switzerland,YES,YES
AHS2021,NATVTY6,NATVTY,C,138,United Kingdom,YES,YES
AHS2021,NATVTY6,NATVTY,C,139,England,YES,YES
AHS2021,NATVTY6,NATVTY,C,140,Scotland,YES,YES
AHS2021,NATVTY6,NATVTY,C,142,Northern Ireland,YES,YES
AHS2021,NATVTY6,NATVTY,C,147,Yugoslavia,YES,YES
AHS2021,NATVTY6,NATVTY,C,148,Czech Republic,YES,YES
